text,label,standard
şanni," ""Ağız"""," ""şanlı"""
peşan," ""Ağız"""," ""peşine"""
içan," ""Ağız"""," ""içine"""
olmiş," ""Ağız"""," ""olmuş"""
yohmiş," ""Ağız"""," ""yokmuş"""
giderem," ""Ağız"""," ""giderim"""
verirem," ""Ağız"""," ""veririm"""
olmaram," ""Ağız"""," ""olmam"""
var mı?," ""Ağız"""," ""var mı?"""
diyirul," ""Ağız"""," ""diyoruz"""
sorirler," ""Ağız"""," ""soruyorlar"""
diyecem," ""Ağız"""," ""diyeceğim"""
nazli," ""Ağız"""," ""nazlı"""
uslimisen," ""Ağız"""," ""uslu musun"""
yemeğinı de yemış. yemeğinı yedikten sona dutmuş gendını bı hasıra sarmış.," ""Ağız"""," ""Yemeğini de yemiş. Yemeğini yedikten sonra kendini bir hasıra sarmış."""
bu yemeğimizden yenmiş buraya insanoğlu gelmiş.," ""Ağız"""," ""Bu yemeğimizden yemiş buraya insan gelmiş."""
anam burya kim geleceh yav?," ""Ağız"""," ""Anam buraya kim gelecek yav?"""
gelmiş.," ""Ağız"""," ""Gelmiş."""
hadıyn! zeıbıl atah. zeıbıl atmışlar.," ""Ağız"""," ""Haydi! Zibil atmış. Zibili atmışlar."""
bıssının orya gelmiş.," ""Ağız"""," ""Burasının oraya gelmiş."""
öbürü zar atmış.," ""Ağız"""," ""Öbürü zar atmış."""
sen bilmedın.," ""Ağız"""," ""Sen bilmedin."""
bu sizin oradan gelmiş bizim orya doğru gelmiş.," ""Ağız"""," ""Bu sizin oradan gelmiş bizim oraya doğru gelmiş."""
sıra güccüğine gelmiş.," ""Ağız"""," ""Sıra küçüğüne gelmiş."""
o da zeıbilini atmış.," ""Ağız"""," ""O da zibilini atmış."""
gelmiş havuzda çıkmış yemeğimizi yemiş.," ""Ağız"""," ""Gelmiş havuza çıkmış yemeğimizi yemiş."""
çık insanoğlu garnımıza şerik olma.," ""Ağız"""," ""Çık insanoğlu karnımıza ortak olma."""
bizim bı ahtımız var.," ""Ağız"""," ""Bizim bir sözümüz var."""
sen bu ahtımızı yerine getırrsen hanımızı alırsın.," ""Ağız"""," ""Sen bu ahdimizi yerine getirirsen hanımızı alırsın."""
aht nerde?," ""Ağız"""," ""Söz nerede?"""
çocuğu gendın mı getırdın?," ""Ağız"""," ""Çocuğu kendin mi getirdin?"""
sabah erkenden kalkah.," ""Ağız"""," ""Sabah erkenden kalkalım."""
gendi evıne gitmiş.," ""Ağız"""," ""Kendi evine gitmiş."""
dün pazara gıttık.," ""Ağız"""," ""Dün pazara gittik."""
çocuğu gendın mı getırdın?," ""Ağız"""," ""Çocuğu kendin mi getirdin?"""
hele burya bak!," ""Ağız"""," ""Hele buraya bak!"""
hoca çocukları okutey.," ""Ağız"""," ""Hoca çocukları okutuyor."""
"anam, şurda durah!"," ""Ağız"""," ""Anam"
burya ne zaman gelıhsen?," ""Ağız"""," ""Buraya ne zaman geleceksin?"""
uşağı gendım getırdım.," ""Ağız"""," ""Çocuğu kendim getirdim."""
dün pazara varıh geldım.," ""Ağız"""," ""Dün pazara gidip geldim."""
"anam, bu işı sen mi yapahsen?"," ""Ağız"""," ""Anam"
"gız, yemeği tencereyı koy!"," ""Ağız"""," ""Kız"
bahçeye soğan sarımsah ekmişler.," ""Ağız"""," ""Bahçeye soğan sarımsak ekmişler."""
"gardaş, orya varma!"," ""Ağız"""," ""Kardeş"
baban dutmuş gendını hasıra sarmış.," ""Ağız"""," ""Baban kendini hasıra sarmış."""
şu dağdan gelen su çok sohuk.," ""Ağız"""," ""Şu dağdan gelen su çok soğuk."""
ahşamdan beri bekliyıh.," ""Ağız"""," ""Akşamdan beri bekliyoruz."""
o işı bilmem gari.," ""Ağız"""," ""O işi bilmem artık."""
çocuhlar bahçede oynıyı.," ""Ağız"""," ""Çocuklar bahçede oynuyor."""
"hele gel, sana bı şey söyliyım."," ""Ağız"""," ""Gel"
sen gendını hiç yorma.," ""Ağız"""," ""Sen kendini hiç yorma."""
"çık garıya bak, misafir gelmış."," ""Ağız"""," ""Çık kapıya bak"
ğaberim yoğidi. bağ sana diyim: bu bene 7 sene sevda çekti.," ""Ağız"""," ""Haberim yoktu. Sana söyleyeyim: bu bana 7 sene sevdalıydı."""
"de onlardayem, misafirem. gettim bu yatir."," ""Ağız"""," ""O sırada onlardaydım"
bunu seslendim kız ev kızı ğalk dedim.," ""Ağız"""," ""Bunu seslendim"
bene he diyirsense işte Allah söyletti bene ben burda kalıram.," ""Ağız"""," ""Evet diyorsan"
yoğ diyirsense ben gidirem ne iderseniz idin bene ne.," ""Ağız"""," ""Yok diyorsan ben giderim"
gittim oturduk baba ğaber ettim.," ""Ağız"""," ""Gittim"
işte Allah yazdı ğader buna sevdalandığ.," ""Ağız"""," ""İşte Allah yazdı"
bi bu ğomşimizin kızı bunu istir.," ""Ağız"""," ""Bir de bu komşumuzun kızı bunu istiyor."""
siz zannedirsiniz ki ben söylirem de ğılab söylirem.," ""Ağız"""," ""Siz zannediyorsunuzki ki ben söylüyorum da yalan söylüyorum."""
"ğaberim yoğ, bene diyirdiler bene didiler dedim ki almayın."," ""Ağız"""," ""Haberim yok"
bardak çay vir bize da çay diyi.," ""Ağız"""," ""Bardak çay ver bize de çay diyor."""
"ya diyi kağ kendin koy, iç."," ""Ağız"""," ""Ya diyor ki kendin koy"
gümbürtü bene ses gelir kimse seslenmir bene.," ""Ağız"""," ""Gümbürtü bana ses gelir"
anaa Azize nerde? benim de Azize’den ğaberim yoğ.," ""Ağız"""," ""Anne"
Azize’yi babangil götürdü.," ""Ağız"""," ""Azize’yi babanlar götürdü."""
Azize ölmüş. nerde? toprağın altında.," ""Ağız"""," ""Azize ölmüş. Nerede? Toprağın altında."""
bağırır Azize’yi bene getirin.," ""Ağız"""," ""Bağırıyor"
çarşıya deyince Zeynep tez durdu.," ""Ağız"""," ""Çarşıya deyince Zeynep hemen kalktı."""
gittiler ki Zeynep ne arir hiç yoğ.," ""Ağız"""," ""Gittiler ki Zeynep ne yapıyor"
biz Zeynep olduğu yerde üstünde durmuşuğ.," ""Ağız"""," ""Biz Zeynep'in olduğu yerde üstünde durmuşuz."""
Zeynep toprağın altında biz de üstündeyiğ ama ağliriğ.," ""Ağız"""," ""Zeynep toprağın altında"
"ben bağıram Zeynep, Zeynep, Zeyneb’a ses gelir."," ""Ağız"""," ""Ben bağırıyorum"
onun sesi bize gelmir.," ""Ağız"""," ""Onun sesi bize gelmiyor."""
bizim sesimiz Zeyneb’a gidiyir.," ""Ağız"""," ""Bizim sesimiz Zeynep’e gidiyor."""
Zeynep yemin etti ana dedi bi şey diyim dedi işiğ hiç karanlık değil.," ""Ağız"""," ""Zeynep yemin etti"
bizim bu oğlan nasıl ki bi demir bulmuş vurduğu zaman vurdu vurdu.," ""Ağız"""," ""Bizim bu oğlan nasıl ki bir demir bulmuş"
kimse seslenmir bene.," ""Ağız"""," ""Kimse seslenmiyor bana."""
Zeyneb’i biz çıkardığ mı hamile hamile.," ""Ağız"""," ""Zeynep’i biz çıkardık"
"kolu kırılmış, bacağı kırılmış, kendi hamile."," ""Ağız"""," ""Kolu kırılmış"
çocuğa bağtiler dediler şükür çocuğta bi şey yoğ.," ""Ağız"""," ""Çocuğa baktılar"
"Azize’yi babangil almışlar, getmişler çarşıya."," ""Ağız"""," ""Azize’yi babanlar almış"
Zeynep tez durdu bu dedi ki ne zamana kadar biz bundan sağlicaz?," ""Ağız"""," ""Zeynep hemen kalktı"
kızım böle oldu kızım ey olur inşallah.," ""Ağız"""," ""Kızım böyle oldu"
Azize’ye bi şey mi oldu? dedi valla senden inkar etmem Azize ölmüş.," ""Ağız"""," ""Azize’ye bir şey mi oldu? dedi"
buraya geldiğ hiçbi şeyimiz yoğ.," ""Ağız"""," ""Buraya geldiğimizde hiçbir şeyimiz yok."""
Ne lazımısa gübre sanayinin lojmanları vermiştir.," ""Ağız"""," ""Ne lazımsa Gübre Sanayii'nin lojmanları verdi."""
ben de oranın bağçasına bağirdim.," ""Ağız"""," ""Ben de oranın bahçesine bağırdım."""
binaların da temizligine yardım edirdim.," ""Ağız"""," ""Binaların da temizliğine yardım ederdim."""
o zaman hetaydı bunların sözüyle Erzurum’dan buraya geldim.," ""Ağız"""," ""O zaman hataydı bunların sözüyle Erzurum’dan buraya geldim."""
gelmeyeydim benim her şeyim yerinde varidi.," ""Ağız"""," ""Gelmeseydim"
gelirdim senin koyununu güderdim.," ""Ağız"""," ""Gelirdim"
"alırdım kuzumu, alırdım buğdayımı, alırdım arpamı."," ""Ağız"""," ""Alırdım kuzumu"
her şeyden noksan kaldığ yane.," ""Ağız"""," ""Her şeyden noksan kaldık yani."""
uyamadığ şehre.," ""Ağız"""," ""Uyumadık bu şehre."""
Erzurum’la buranın arasında büyük ferk var.," ""Ağız"""," ""Erzurum’la buranın arasında büyük fark var."""
Erzurum başğadır.," ""Ağız"""," ""Erzurum başkadır."""
Sen Erzurum’un heç bunların bir yerinin ğıyaslama.," ""Ağız"""," ""Sen Erzurum’u hiç bunların bir yeriyle kıyaslama."""
"Canım da gidiyir, yürekte var elde yoğ."," ""Ağız"""," ""Canım da gidiyor"
yürekte var elde yoğ.," ""Ağız"""," ""Yürekte var"
bezen duraram inan Allah’a canım ele davar istiyir ki.," ""Ağız"""," ""Bazen dururum"
davar da televizyonda çiğir me ediyir ya şunun sesine kurban.," ""Ağız"""," ""Davar da televizyonda meleme ediyordu ya"
bak aha burada da ne var yani?," ""Ağız"""," ""Bak işte burada da ne var yani?"""
"mapıs, içeri gir otır."," ""Ağız"""," ""Hapishane"
ben ettim bu etmedi Allah var.," ""Ağız"""," ""Ben ettim"
Aman yoğ yoğ Adapazarı’na gidecem.," ""Ağız"""," ""Aman yok yok"
20 yaşına döneydim Erzurum’a giderdim.," ""Ağız"""," ""20 yaşına dönseydim Erzurum’a giderdim."""
ha şimdi kendime gümanım gelse gine dönerdim.," ""Ağız"""," ""Ha şimdi kendime güvenim gelse yine dönerdim."""
bele dizlerinde tağatin varsa ben sene yardimciyim gidek.," ""Ağız"""," ""Böyle dizlerinde takatin varsa ben sana yardımcıyım"
"davara giderdim, nağıra giderdim."," ""Ağız"""," ""Davara giderdim"
ona ğonuşma sen bu tarafa ğonuş.," ""Ağız"""," ""Onunla konuşma"
ya bu tarafa ğonuş herif bağırma.," ""Ağız"""," ""Ya bu tarafa konuş"
ama şimdi ğonuşmam ğağaram.," ""Ağız"""," ""Ama şimdi konuşmam"
biz toğrağtan ğerk olmuşuz.," ""Ağız"""," ""Biz topraktan ırak olmuşuz."""
toprağa gidecez ama Erzurum’da öleydim.," ""Ağız"""," ""Toprağa gideceğiz ama Erzurum’da ölseydim."""
kem sözlerinin soğma araya kara sakız melhem olmaz yaraya.," ""Ağız"""," ""Kötü sözlerin sokma araya"
bazen pir yerine civan götirir.," ""Ağız"""," ""Bazen pir yerine civan götürür."""
ölüm benim ağlıma geli sen ağlına gelmir mi?," ""Ağız"""," ""Ölüm benim aklıma geliyor"
sensen benim bu derdimin dermani.," ""Ağız"""," ""Sensin benim bu derdimin dermanı."""
gidin Mevlane’den alın turnalar.," ""Ağız"""," ""Gidin Mevlana’dan alın turnalar."""
Heç Bismil’de kimse yokidu.," ""Ağız"""," ""Hiç Bismil’de kimse yoktu."""
"Dedem Bismil’de ev vurup, onnan sora herkes galip toplanıp deqe."," ""Ağız"""," ""Dedem Bismil’de ev yaptı"
"Emmin adı biri Bismil’dir, biri Mısa’dır."," ""Ağız"""," ""Amcamın adı biri Bismil’dir"
Babamın adı Siliman’mış.," ""Ağız"""," ""Babamın adı Süleyman’mış."""
Ki tene emim var idi.," ""Ağız"""," ""İki tane amcam vardı."""
Biri Mısa’ydı biri Bismil idi.," ""Ağız"""," ""Biri Musa’ydı"
Yolda galirken bıt yedi özlemi.," ""Ağız"""," ""Yolda kalırken bir yedi özlemi."""
"Kisi de galmediler, seferbirlikte kaldılar."," ""Ağız"""," ""Kimisi de gelmediler"
"Burda ev vurup, onnan sora her kes tek tek evlerini yapti."," ""Ağız"""," ""Burada ev yapıp"
Biz Malatya’dan galib Battalgazi’den galiptik.," ""Ağız"""," ""Biz Malatya’dan"
Yani Bismil’i dedem kuruba.," ""Ağız"""," ""Yani Bismil’i dedem kurmuştu."""
Dedem beglerden gezimiş.," ""Ağız"""," ""Dedem beylerden gezmiş."""
Emim varid Kore’ye getti.," ""Ağız"""," ""Amcam vardı"
Gelirkene yol üstünde köyleri gezdik.," ""Ağız"""," ""Gelirken yol üstünde köyleri gezdik."""
Orda hiç kimse yoğidu.," ""Ağız"""," ""Orada hiç kimse yoktu."""
"Yolda üşüdük, ateş yaktiğ."," ""Ağız"""," ""Yolda üşüdük"
Bizim ev tam derenin başında idi.," ""Ağız"""," ""Bizim ev tam derenin başındaydı."""
Çocuklar dereye inip su getiri.," ""Ağız"""," ""Çocuklar dereye inip su getirir."""
Galmasın diye harmanı çabuk kaldırdılar.," ""Ağız"""," ""Kalmaması için harmanı çabuk kaldırdılar."""
"Kışın yol kapanir, giden gelen olmaz."," ""Ağız"""," ""Kışın yol kapanır"
Yazın tarlada pamug toplarız.," ""Ağız"""," ""Yazın tarlada pamuk toplarız."""
"Bu sene yağış çok oldu, buğday bol olur."," ""Ağız"""," ""Bu sene yağış çok oldu"
Hele gel bak bu tarafa.," ""Ağız"""," ""Gel bak bu tarafa."""
Emmim her sabah erkenden kalkar.," ""Ağız"""," ""Amcam her sabah erkenden kalkar."""
Babam işten gelince oturup çay içer.," ""Ağız"""," ""Babam işten gelince oturup çay içer."""
Bizim köyde herkes birbirini tanır.," ""Ağız"""," ""Bizim köyde herkes birbirini tanır."""
Yağmur yağıp dere taşti.," ""Ağız"""," ""Yağmur yağınca dere taştı."""
Çocuklar bahçede top oynar.," ""Ağız"""," ""Çocuklar bahçede top oynar."""
Komşular birbirine yardım eder.," ""Ağız"""," ""Komşular birbirine yardım eder."""
"Kışın sobayı yakarız, üstünde ekmek pişiririz."," ""Ağız"""," ""Kışın sobayı yakarız"
"Yol uzun, sabah erken çıkarız."," ""Ağız"""," ""Yol uzun"
Çarşıya gidip alışveriş yaparidik.," ""Ağız"""," ""Çarşıya gidip alışveriş yapardık."""
Misafir gelirse baş köşeye oturtiriz.," ""Ağız"""," ""Misafir gelirse baş köşeye oturturuz."""
"Anam yemek yapar, babam misafiri ağırlar."," ""Ağız"""," ""Annem yemek yapar"
Bayramda çocuklar kapı kapı gezer.," ""Ağız"""," ""Bayramda çocuklar kapı kapı gezer."""
Sabah ezanıyla beraber kalkarız.," ""Ağız"""," ""Sabah ezanıyla beraber kalkarız."""
Köyde düğün olunca herkes toplanır.," ""Ağız"""," ""Köyde düğün olunca herkes toplanır."""
Gelini davulla zurnayla getirirler.," ""Ağız"""," ""Gelini davulla zurnayla getirirler."""
Yol üstünde köy kahvesine uğrarik.," ""Ağız"""," ""Yol üstünde köy kahvesine uğrarız."""
Kahvede oturup sohbet ederiz.," ""Ağız"""," ""Kahvede oturup sohbet ederiz."""
"Kışın çetin geçer, yollar kapanir."," ""Ağız"""," ""Kışın çetin geçer"
Yağmur yağınca herkes sevinir.," ""Ağız"""," ""Yağmur yağınca herkes sevinir."""
Çocuklar kar topu oynar.," ""Ağız"""," ""Çocuklar kar topu oynar."""
Anam pazardan erik aldi.," ""Ağız"""," ""Annem pazardan erik aldı."""
Babam tarlada çalışir.," ""Ağız"""," ""Babam tarlada çalışır."""
Misafir gelince sofra kurulur.," ""Ağız"""," ""Misafir gelince sofra kurulur."""
Köyün camisinde bayram namazı kılınir.," ""Ağız"""," ""Köyün camisinde bayram namazı kılınır."""
"Burası Çamluk Mahallesi, eskiden Gızılcıözlüdü."," ""Ağız"""," ""Burası Çamlık Mahallesi"
Burası şindi Çamluk Mahallesi oldu.," ""Ağız"""," ""Burası şimdi Çamlık Mahallesi oldu."""
Bizi Sazak’deydik Sazak’dan oraya geşdik.," ""Ağız"""," ""Biz Sazak’taydık"
Çocukluğum şaşkındı yani perişandık.," ""Ağız"""," ""Çocukluğum şaşkındı"
Dokuz nuhuzduk biz sekiz nuhuzduk iki anam bubam vardı on nuhuzduk.," ""Ağız"""," ""Dokuz nüfustuk biz"
Bıydey kaldırmazdık arpa darı kaldırıdık.," ""Ağız"""," ""Buğday kaldırmazdık"
Darı çoğudu diye buamı dövcek oldula.," ""Ağız"""," ""Darı çoğaldı diye babamı dövecek oldular."""
"Okula gitdim, ayakkabı yok satten çarığnan gideriz."," ""Ağız"""," ""Okula gittim"
Çarığınan gitdik çorabınan bi çarık çorap.," ""Ağız"""," ""Çarıkla gittik"
"Yiceğini, iççeğini, suyunu alırsın."," ""Ağız"""," ""Yiyeceğini"
"Heybeni doldurusun, furasın omzun gidesin."," ""Ağız"""," ""Heybeni doldurursun"
Gışın aş galdık böylelikle.," ""Ağız"""," ""Kışın aç kaldık böylelikle."""
Boy kısalığınnan geri gala.," ""Ağız"""," ""Boy kısalığından geri kaldı."""
1.49 boyum yettim tabi ettim onuda gidimecesin derlerdi.," ""Ağız"""," ""Boyum 1.49"
Ormanda yirmi yedi sene uğraşdık.," ""Ağız"""," ""Ormanda yirmi yedi sene uğraştık."""
Yataklerimiz odunun gabuğundan altını gece yağmur yağdı mı tutasın.," ""Ağız"""," ""Yataklarımız odunun kabuğundan altını gece yağmur yağdı mı tutarsın."""
Laylonlardan barke güzel oldu.," ""Ağız"""," ""Naylonlardan baraka güzel oldu."""
Gamyonun varceği yere kamyoncula götürü getiri sen varsın.," ""Ağız"""," ""Kamyonun varacağı yere kamyonla götürüp getirirsin."""
Ben iş bilen oldum şöle dolaşirdım.," ""Ağız"""," ""Ben iş bilen oldum"
Sapını gırdık yani.," ""Ağız"""," ""Sapını kırdık yani."""
Öküzün gitcek şekilinde yapcesin.," ""Ağız"""," ""Öküzün gidecek şekilde yapacaksın."""
"Buri gitmiş çam, burasını vurdu dalağı gırdı."," ""Ağız"""," ""Burası gitmiş çam"
Allah gurtardı bize.," ""Ağız"""," ""Allah kurtardı bizi."""
Yirmiyeş sene uğraşdık.," ""Ağız"""," ""Yirmi beş sene uğraştık."""
Bir hafti yatasın öküzlere nalladısın.," ""Ağız"""," ""Bir hafta yatarsın"
E nası olcek borda üç gün yakın düğün olu.," ""Ağız"""," ""E nasıl olacak"
Garıyızan bordı çor çocuk şey yapadı.," ""Ağız"""," ""Karımız vardı"
Ben dağdı çalışırdım.," ""Ağız"""," ""Ben dağda çalışırdım."""
Altı sene aşfı emme aldım elime.," ""Ağız"""," ""Altı sene azdı ama aldım elime."""
Eşek tabi hiç binmem öle çeke giderin.," ""Ağız"""," ""Eşeğe tabi hiç binmem"
Motorunan gitmiyen yani mısıra.," ""Ağız"""," ""Motorla gitmeyen yani mısıra."""
Yaş ilerledikçe galbüm uğşuyere gele.," ""Ağız"""," ""Yaş ilerledikçe kalbim üşüyerek gelir."""
Ölcez abi yani.," ""Ağız"""," ""Öleceğiz abi yani."""
Götürenimiz yok getirenimiz yok.," ""Ağız"""," ""Götürenimiz yok"
Benim amcaoğlu va dünyanım lazım.," ""Ağız"""," ""Benim amcaoğlum var"
"Ne etçen çare mi va, ölcez."," ""Ağız"""," ""Ne yapacaksın"
Gülü gülü gidip gülü gülü gelmek nasip idesin.," ""Ağız"""," ""Güle güle gidip"
"1 sene bin dokuz yüz kırk üç, askerli hazırlanıyoz."," ""Ağız"""," ""1943 yılı"
"son mayeneymi olcez, adım Hüseyin, askerli bekliyoz, asker gitecz."," ""Ağız"""," ""Son muayenemi olacağız"
okuldan çıkdıktan sonra kalaycı bakırcıla gidiyoz aylıkla.," ""Ağız"""," ""Okuldan çıktıktan sonra kalaycı bakırcılara gidiyoruz"
"ilk aylım benim iki liraydi, sonra beş lere oldu, sonra yedi lere oldu, on lere oldu."," ""Ağız"""," ""İlk aylığım iki liraydı"
askerlie gittine gıda yirmi beş lere gıda yükseldi.," ""Ağız"""," ""Askerliğe gidince gıda yirmi beş liraya yükseldi."""
burda dört kişi birlik yaptık.," ""Ağız"""," ""Burada dört kişi birlik yaptık."""
gökkuveye yayan gitecn.," ""Ağız"""," ""Gökkuve’ye yayan gideceksin."""
"araba yok, şoşe yok."," ""Ağız"""," ""Araba yok"
hindi yazane bulduk.," ""Ağız"""," ""Şimdi yazıhaneyi bulduk."""
biz üç denemiz gidelim dedik.," ""Ağız"""," ""Biz üç kişi denemeye gidelim dedik."""
yirmi iki gün çalıştık biz.," ""Ağız"""," ""Yirmi iki gün çalıştık biz."""
benim aylım üç yüz yirmi beş kuruşdu.," ""Ağız"""," ""Benim aylığım üç yüz yirmi beş kuruştu."""
on beş buçuk liraydı.," ""Ağız"""," ""On beş buçuk liraydı."""
yemeği ayırmışla aylıkları.," ""Ağız"""," ""Yemeği ayırmışlar"
ordu üç sene bitirdim.," ""Ağız"""," ""Orduyu üç senede bitirdim."""
sonradan laylonlar çıkdı.," ""Ağız"""," ""Sonradan naylonlar çıktı."""
"köyde düğün olcek, herkes toplanıyo."," ""Ağız"""," ""Köyde düğün olacak"
çobanlar sabahtan dağa çıkıyo.," ""Ağız"""," ""Çobanlar sabahtan dağa çıkıyor."""
pazara gidecn mi?," ""Ağız"""," ""Pazara gidecek misin?"""
bugün hava pek sıcağ.," ""Ağız"""," ""Bugün hava çok sıcak."""
"tütünleri diziyoz, yarın pazara götürecn."," ""Ağız"""," ""Tütünleri diziyoruz"
çamaşırları dere kenarında yıkıyoz.," ""Ağız"""," ""Çamaşırları dere kenarında yıkıyoruz."""
komşular imeceyle çatıyı tamir etti.," ""Ağız"""," ""Komşular imece usulüyle çatıyı tamir etti."""
"bahçeye domat, biber diktik."," ""Ağız"""," ""Bahçeye domates"
inekler yayladan döndü.," ""Ağız"""," ""İnekler yayladan döndü."""
yoldan gelirken yağmura yakalandın.," ""Ağız"""," ""Yoldan gelirken yağmura yakalandın."""
çocuklar harmanda oynuyo.," ""Ağız"""," ""Çocuklar harmanda oynuyor."""
akşam köy odasında sohbet var.," ""Ağız"""," ""Akşam köy odasında sohbet var."""
yazın yaylaya çıkarız.," ""Ağız"""," ""Yazın yaylaya çıkarız."""
"odunları kırdık, kışa hazırladık."," ""Ağız"""," ""Odunları kırdık"
göl kenarında piknik yapıyoz.," ""Ağız"""," ""Göl kenarında piknik yapıyoruz."""
çocuklar derede yüzüyo.," ""Ağız"""," ""Çocuklar derede yüzüyor."""
bu sene zeytin çok oldu.," ""Ağız"""," ""Bu sene zeytin çok oldu."""
"yağmur yağdı, yollar çamur oldu."," ""Ağız"""," ""Yağmur yağdı"
komşular yardıma geldi.," ""Ağız"""," ""Komşular yardıma geldi."""
yeni komşular köye taşındı.," ""Ağız"""," ""Yeni komşular köye taşındı."""
çocuklar okuldan gelcek birazdan.," ""Ağız"""," ""Çocuklar okuldan gelecek birazdan."""
bahçedeki elmalar olgunlaştı.," ""Ağız"""," ""Bahçedeki elmalar olgunlaştı."""
bu hafta düğün var köyde.," ""Ağız"""," ""Bu hafta düğün var köyde."""
kışın soba başında oturu yoğ.," ""Ağız"""," ""Kışın soba başında oturuyoruz."""
inekler ahırda yatıyo.," ""Ağız"""," ""İnekler ahırda yatıyor."""
çamaşır suyunu kuyudan çekecen.," ""Ağız"""," ""Çamaşır suyunu kuyudan çekeceksin."""
"pencereden bak, yağmur yağıyo."," ""Ağız"""," ""Pencereden bak"
yeni evi bu yaz yapcaz.," ""Ağız"""," ""Yeni evi bu yaz yapacağız."""
çocuklar ip atlıyo.," ""Ağız"""," ""Çocuklar ip atlıyor."""
"ineği sağdık, sütü mayaladık."," ""Ağız"""," ""İneği sağdık"
tandırda ekmek pişiyo.," ""Ağız"""," ""Tandırda ekmek pişiyor."""
köy meydanında oyun oynanıyo.," ""Ağız"""," ""Köy meydanında oyun oynanıyor."""
yaylada çadır kurduk.," ""Ağız"""," ""Yaylada çadır kurduk."""
bu yaz çok sıcak geçti.," ""Ağız"""," ""Bu yaz çok sıcak geçti."""
Munta tuvdum.," ""Ağız"""," ""Burada doğdum."""
"Eki ül, bir kız bar."," ""Ağız"""," ""İki oğul"
Ayvan qaraımız.," ""Ağız"""," ""Avluya bakarız."""
"Kobete, kaşık börek, şibörek, laxşa, tabak börek yapayımız."," ""Ağız"""," ""Kobete"
Ün alırsın biraz koyarsın suvnan basarsın.," ""Ağız"""," ""Un alırsın"
Mum cımırtatay cımırtatay kesersin.," ""Ağız"""," ""Yumurta kırarak kesersin."""
"Oklavaman aşarımız. İşine kıyma koyarımız, soğan, nane. Pişirimiz."," ""Ağız"""," ""Oklavayla açarız"
"Sana yaparımız, kısmet bolsa."," ""Ağız"""," ""Sana yaparız"
"Kobete. Balaban balaban aşarımız, balaban oklavaman."," ""Ağız"""," ""Kobete. Büyük büyük açarız"
"Maylarıız, orta yerine pilav koyarımız tavuk etinen."," ""Ağız"""," ""Mayalarız"
Üstüne gene kapaklep gene hamır aşayımız.," ""Ağız"""," ""Üstüne yine kapak koyup yine hamur açarız."""
Onı kapakleyip pırına süreyimiz.," ""Ağız"""," ""Onu kapatıp fırına süreriz."""
Boldı bir kobete.," ""Ağız"""," ""Oldu bir kobete."""
Kolu qoşnımın balalarını toplayımız.," ""Ağız"""," ""Komşumun çocuklarını toplarız."""
Lokma pişirimiz. Mısır patlatarımız.," ""Ağız"""," ""Lokma pişiririz. Mısır patlatırız."""
İşine şerez atarımız.," ""Ağız"""," ""İçine şeker atarız."""
Konanın üstüne oturturımız.," ""Ağız"""," ""Konağın üstüne oturturuz."""
Başından aşa atarımız.," ""Ağız"""," ""Başından aşağı atarız."""
Balalar epsi önüne önüne topar.," ""Ağız"""," ""Çocuklar hepsi önüne önüne toplar."""
Ündan sonra torbalarga totturalar.," ""Ağız"""," ""Ondan sonra torbalara koyarlar."""
Qoşnu şaqarımız.," ""Ağız"""," ""Komşu çağırırız."""
Şay ikram edemiz.," ""Ağız"""," ""Çay ikram ederiz."""
"Amcam yaşım 1941, bubam ben beş yaşındaakan mefat itti, öğsüz galdım."," ""Ağız"""," ""Amcam"
Bubam da yazdırmamış ben ketim galmışım.," ""Ağız"""," ""Babam da nüfusa yazdırmamış"
"Yaşım yirmi oldu, ben gendüm bilmeyerin ketim olduğunu gittim Serig’e nüfus dairesine bakıttım ağabeyelerim, abılalarım yazılı ben yoğum."," ""Ağız"""," ""Yaşım yirmi oldu"
"Benden önceki doğan abılamdan iki yaş küccük ben gendim yazıldım, ketim galdım."," ""Ağız"""," ""Benden önce doğan ablamdan iki yaş küçük"
"Bubam yazdırmamış bubam da ben beş yaşındaaken mefat itti, çog irezillik gördüm amcam ben."," ""Ağız"""," ""Babam yazdırmamış"
"Anamın yaanda otuz sene anacığımın gucaanda otuz sene yaşadım, otuz sene sonra anam da öldü."," ""Ağız"""," ""Annemin yanında otuz sene"
"Sonra evlendim amcam anacığım everdi, altı çocuğumuz oldu."," ""Ağız"""," ""Sonra evlendim amcam"
"Beş oğlan bir gız onlarıda iyi kötü everdik, çıkardık; şo evler onların."," ""Ağız"""," ""Beş oğlan bir kız"
"Tarlamız varıdı, bubamdan galdı; elli atmış dönüm yirimiz varıdı amcam."," ""Ağız"""," ""Tarlamız vardı"
"Belüştük ağabeylerimle süre süre gatırıla, öküzüle çok çit sürdüm."," ""Ağız"""," ""Paylaştık ağabeylerimle"
"Otuz, üç yüz tenüke akdar kaldırdım ben şo harmandan üç yüz tenüke ağabeylerimle ortak ektik bubamız ölünce,"," ""Ağız"""," ""Otuz"
"Onu Cenabı Allah’ım bi yamır verdi amcam darı böyle süzüldü, galdı."," ""Ağız"""," ""Ona Cenabı Allah bir yağmur verdi amcam"
"Kaldırdık amcam balıkçıların anası varıdı Köllü gızı dirlerdi, geldi harmanın gıyısına dikeldi."," ""Ağız"""," ""Kaldırdık amcam"
